5.41,,,,,,,,,,,,,,,,,,,,
4.54,,,,,,,,,,,,,,,,,,,,
4.26,,,,,,,,,,,,,,,,,,,,
3.39,,,,,,,,,,,,,,,,,,,,
3.29,,,,,,,,,,,,,,,,,,,,
2.96,,,,,,,,,,,,,,,,,,,,
2.75,,,,,,,,,,,,,,,,,,,,
2.56,,,,,,,,,,,,,,,,,,,,
2.36,,,,,,,,,,,,,,,,,,,,
2.33,,,,,,,,,,,,,,,,,,,,
3.4,,,,,,,,,,,,,,,,,,,,
5.12,,,,,,,,,,,,,,,,,,,,
8.21,,,,,,,,,,,,,,,,,,,,
5.5,,,,,,,,,,,,,,,,,,,,
3.5,,,,,,,,,,,,,,,,,,,,
3.19,,,,,,,,,,,,,,,,,,,,
2.82,,,,,,,,,,,,,,,,,,,,
2.95,,,,,,,,,,,,,,,,,,,,
3.09,,,,,,,,,,,,,,,,,,,,
3.21,,,,,,,,,,,,,,,,,,,,
3.01,,,,,,,,,,,,,,,,,,,,
3.2,,,,,,,,,,,,,,,,,,,,
4.44,,,,,,,,,,,,,,,,,,,,
5.42,,,,,,,,,,,,,,,,,,,,